Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Ticker
2025-10-24 09:30:00-04:00,1111.0,1114.5,1096.4749755859375,1108.703125,1731700,0.0,0.0,NFLX
2025-10-24 10:30:00-04:00,1108.9798583984375,1108.9798583984375,1094.510009765625,1098.5152587890625,993238,0.0,0.0,NFLX
2025-10-24 11:30:00-04:00,1098.75,1102.7799072265625,1095.1099853515625,1102.2320556640625,634239,0.0,0.0,NFLX
2025-10-24 12:30:00-04:00,1102.385009765625,1105.7498779296875,1102.1728515625,1102.250244140625,504246,0.0,0.0,NFLX
2025-10-24 13:30:00-04:00,1102.4200439453125,1103.4998779296875,1099.75,1101.5,378292,0.0,0.0,NFLX
2025-10-24 14:30:00-04:00,1101.800048828125,1102.3599853515625,1098.260009765625,1099.699951171875,491231,0.0,0.0,NFLX
2025-10-24 15:30:00-04:00,1099.4000244140625,1099.5,1094.4100341796875,1094.6800537109375,724433,0.0,0.0,NFLX
2025-10-27 09:30:00-04:00,1100.6700439453125,1100.6700439453125,1087.300048828125,1094.9599609375,1483810,0.0,0.0,NFLX
2025-10-27 10:30:00-04:00,1094.56005859375,1102.2498779296875,1094.56005859375,1101.06494140625,673129,0.0,0.0,NFLX
2025-10-27 11:30:00-04:00,1101.469970703125,1101.469970703125,1095.16015625,1097.9449462890625,365850,0.0,0.0,NFLX
2025-10-27 12:30:00-04:00,1097.9449462890625,1101.8499755859375,1097.9449462890625,1099.9100341796875,307730,0.0,0.0,NFLX
2025-10-27 13:30:00-04:00,1100.0,1101.4798583984375,1098.860107421875,1100.0,251481,0.0,0.0,NFLX
2025-10-27 14:30:00-04:00,1099.650146484375,1100.5799560546875,1097.02001953125,1097.4300537109375,359256,0.0,0.0,NFLX
2025-10-27 15:30:00-04:00,1097.18994140625,1097.3699951171875,1093.7000732421875,1094.300048828125,544448,0.0,0.0,NFLX
2025-10-28 09:30:00-04:00,1094.02001953125,1116.9798583984375,1093.00830078125,1109.0301513671875,1299551,0.0,0.0,NFLX
2025-10-28 10:30:00-04:00,1109.0301513671875,1109.19580078125,1101.0,1103.260009765625,427178,0.0,0.0,NFLX
2025-10-28 11:30:00-04:00,1103.280029296875,1103.280029296875,1098.110107421875,1101.296142578125,318734,0.0,0.0,NFLX
2025-10-28 12:30:00-04:00,1101.2900390625,1105.6199951171875,1098.5999755859375,1103.755126953125,368228,0.0,0.0,NFLX
2025-10-28 13:30:00-04:00,1103.699951171875,1110.7900390625,1103.699951171875,1109.5,391136,0.0,0.0,NFLX
2025-10-28 14:30:00-04:00,1109.3900146484375,1111.4898681640625,1102.280029296875,1107.6800537109375,431355,0.0,0.0,NFLX
2025-10-28 15:30:00-04:00,1107.6600341796875,1107.9100341796875,1102.0,1102.510009765625,448157,0.0,0.0,NFLX
2025-10-29 09:30:00-04:00,1099.0999755859375,1108.22998046875,1096.0,1106.4300537109375,778803,0.0,0.0,NFLX
2025-10-29 10:30:00-04:00,1106.530029296875,1107.5,1098.0,1102.2301025390625,351267,0.0,0.0,NFLX
2025-10-29 11:30:00-04:00,1102.2301025390625,1104.5499267578125,1101.3499755859375,1103.510009765625,215873,0.0,0.0,NFLX
2025-10-29 12:30:00-04:00,1103.3695068359375,1103.780029296875,1096.8199462890625,1098.969970703125,315000,0.0,0.0,NFLX
2025-10-29 13:30:00-04:00,1098.5799560546875,1103.669921875,1097.724609375,1102.739990234375,266108,0.0,0.0,NFLX
2025-10-29 14:30:00-04:00,1102.3800048828125,1103.7249755859375,1097.25,1099.0999755859375,261804,0.0,0.0,NFLX
2025-10-29 15:30:00-04:00,1099.35986328125,1102.5999755859375,1097.592529296875,1100.3900146484375,587656,0.0,0.0,NFLX
2025-10-30 09:30:00-04:00,1094.5,1106.1300048828125,1089.3599853515625,1100.06005859375,532362,0.0,0.0,NFLX
2025-10-30 10:30:00-04:00,1100.1500244140625,1100.989990234375,1094.11572265625,1094.2596435546875,94877,0.0,0.0,NFLX
